HomeTeam,AwayTeam,FTR,HST,AST,HAS,HDS,AAS,ADS,Result
Charlton,Everton,H,8.0,3.0,0.439,0.584,1.902,1.753,1
Fulham,Birmingham,A,7.0,5.0,1.28,1.649,0.52,0.786,-1
Liverpool,Southampton,H,11.0,2.0,2.642,1.352,1.124,1.251,1
Man City,West Brom,D,4.0,0.0,2.786,1.508,1.041,1.498,0
Middlesbrough,Norwich,H,11.0,2.0,0.745,0.885,0.394,0.841,1
Portsmouth,Chelsea,A,2.0,9.0,0.627,0.754,2.778,1.332,-1
Tottenham,Crystal Palace,D,14.0,7.0,2.402,1.766,0.924,1.026,0
Newcastle,Arsenal,A,5.0,6.0,1.69,1.917,2.841,1.624,-1
Aston Villa,Blackburn,H,3.0,4.0,1.376,1.717,0.978,1.151,1
Bolton,West Brom,D,15.0,7.0,0.926,1.075,1.041,1.498,0
Charlton,Arsenal,A,4.0,5.0,0.439,0.584,2.841,1.624,-1
Fulham,Crystal Palace,H,6.0,3.0,1.28,1.649,0.924,1.026,1
Liverpool,Chelsea,A,7.0,7.0,2.642,1.352,2.778,1.332,-1
Man City,Southampton,H,8.0,1.0,2.786,1.508,1.124,1.251,1
Middlesbrough,Man United,A,2.0,7.0,0.745,0.885,2.802,1.362,-1
Newcastle,Birmingham,H,4.0,8.0,1.69,1.917,0.52,0.786,1
Portsmouth,Norwich,D,6.0,5.0,0.627,0.754,0.394,0.841,0
Tottenham,Everton,H,12.0,3.0,2.402,1.766,1.902,1.753,1
Blackburn,Charlton,H,11.0,6.0,0.93,1.036,0.423,0.55,1
Crystal Palace,Aston Villa,H,9.0,6.0,0.675,1.056,1.649,1.827,1
Norwich,Liverpool,A,4.0,6.0,0.524,0.812,2.709,1.561,-1
West Brom,Newcastle,D,5.0,7.0,1.077,1.741,1.523,1.959,0
Arsenal,Man City,D,9.0,4.0,2.76,1.498,2.758,1.601,0
Birmingham,Bolton,A,8.0,6.0,0.579,0.662,0.919,1.177,-1
Chelsea,Middlesbrough,H,10.0,1.0,2.742,1.333,0.593,0.819,1
Everton,Portsmouth,H,7.0,6.0,2.096,1.858,0.52,0.797,1
Man United,Tottenham,D,16.0,5.0,2.76,1.323,2.422,1.812,0
Southampton,Fulham,D,5.0,7.0,1.173,1.333,1.109,1.609,0
Aston Villa,Norwich,H,10.0,1.0,1.376,1.717,0.394,0.841,1
Bolton,Arsenal,H,3.0,7.0,0.926,1.075,2.841,1.624,1
Charlton,Birmingham,H,6.0,6.0,0.439,0.584,0.52,0.786,1
Liverpool,Man United,A,5.0,2.0,2.642,1.352,2.802,1.362,-1
Man City,Crystal Palace,H,9.0,2.0,2.786,1.508,0.924,1.026,1
Newcastle,Southampton,H,17.0,6.0,1.69,1.917,1.124,1.251,1
Portsmouth,Blackburn,A,1.0,6.0,0.627,0.754,0.978,1.151,-1
Tottenham,Chelsea,A,4.0,5.0,2.402,1.766,2.778,1.332,-1
Fulham,West Brom,H,4.0,6.0,1.28,1.649,1.041,1.498,1
Middlesbrough,Everton,D,12.0,5.0,0.745,0.885,1.902,1.753,0
Birmingham,Fulham,A,5.0,3.0,0.579,0.662,1.109,1.609,-1
Chelsea,Portsmouth,H,9.0,5.0,2.742,1.333,0.52,0.797,1
Crystal Palace,Tottenham,H,7.0,6.0,0.675,1.056,2.422,1.812,1
Everton,Charlton,A,7.0,3.0,2.096,1.858,0.423,0.55,-1
Man United,Aston Villa,H,11.0,6.0,2.76,1.323,1.649,1.827,1
Norwich,Middlesbrough,D,9.0,15.0,0.524,0.812,0.593,0.819,0
Southampton,Liverpool,H,7.0,2.0,1.173,1.333,2.709,1.561,1
West Brom,Man City,H,6.0,5.0,1.077,1.741,2.758,1.601,1
Arsenal,Newcastle,H,8.0,1.0,2.76,1.498,1.523,1.959,1
Blackburn,Bolton,A,4.0,3.0,0.93,1.036,0.919,1.177,-1
Arsenal,Man United,A,10.0,9.0,2.76,1.498,2.802,1.362,-1
Bolton,Tottenham,H,9.0,5.0,0.926,1.075,2.422,1.812,1
Charlton,Liverpool,A,3.0,7.0,0.439,0.584,2.709,1.561,-1
Portsmouth,Middlesbrough,H,5.0,2.0,0.627,0.754,0.593,0.819,1
West Brom,Crystal Palace,D,7.0,4.0,1.077,1.741,0.924,1.026,0
Birmingham,Southampton,H,4.0,3.0,0.579,0.662,1.124,1.251,1
Blackburn,Chelsea,A,2.0,3.0,0.93,1.036,2.778,1.332,-1
Everton,Norwich,H,4.0,6.0,2.096,1.858,0.394,0.841,1
Fulham,Aston Villa,D,3.0,2.0,1.28,1.649,1.649,1.827,0
Man City,Newcastle,D,1.0,1.0,2.786,1.508,1.523,1.959,0
Aston Villa,Arsenal,A,1.0,6.0,1.376,1.717,2.841,1.624,-1
Crystal Palace,Bolton,A,7.0,6.0,0.675,1.056,0.919,1.177,-1
Liverpool,Fulham,H,7.0,2.0,2.642,1.352,1.109,1.609,1
Man United,Birmingham,H,11.0,1.0,2.76,1.323,0.52,0.786,1
Middlesbrough,Blackburn,H,7.0,3.0,0.745,0.885,0.978,1.151,1
Newcastle,Charlton,D,10.0,2.0,1.69,1.917,0.423,0.55,0
Norwich,West Brom,H,7.0,8.0,0.524,0.812,1.041,1.498,1
Tottenham,Portsmouth,H,10.0,3.0,2.402,1.766,0.52,0.797,1
Chelsea,Man City,D,8.0,2.0,2.742,1.333,2.758,1.601,0
Southampton,Everton,D,9.0,4.0,1.173,1.333,1.902,1.753,0
Birmingham,Liverpool,H,3.0,2.0,0.579,0.662,2.709,1.561,1
Blackburn,Norwich,H,13.0,6.0,0.93,1.036,0.394,0.841,1
Bolton,Middlesbrough,D,8.0,2.0,0.926,1.075,0.593,0.819,0
Everton,Chelsea,A,2.0,11.0,2.096,1.858,2.778,1.332,-1
Portsmouth,Aston Villa,A,3.0,4.0,0.627,0.754,1.649,1.827,-1
Man City,Man United,A,3.0,3.0,2.786,1.508,2.802,1.362,-1
Arsenal,Crystal Palace,H,12.0,3.0,2.76,1.498,0.924,1.026,1
West Brom,Southampton,D,4.0,7.0,1.077,1.741,1.124,1.251,0
Aston Villa,Everton,A,6.0,9.0,1.376,1.717,1.902,1.753,-1
Crystal Palace,Birmingham,H,2.0,5.0,0.675,1.056,0.52,0.786,1
Man United,Portsmouth,H,6.0,4.0,2.76,1.323,0.52,0.797,1
Southampton,Arsenal,D,3.0,12.0,1.173,1.333,2.841,1.624,0
Tottenham,Fulham,H,8.0,5.0,2.402,1.766,1.109,1.609,1
Middlesbrough,Charlton,D,18.0,2.0,0.745,0.885,0.423,0.55,0
Newcastle,Bolton,H,9.0,2.0,1.69,1.917,0.919,1.177,1
Norwich,Man City,A,4.0,10.0,0.524,0.812,2.758,1.601,-1
Arsenal,Portsmouth,H,6.0,2.0,2.76,1.498,0.52,0.797,1
Aston Villa,Middlesbrough,H,4.0,1.0,1.376,1.717,0.593,0.819,1
Crystal Palace,Man United,D,1.0,9.0,0.675,1.056,2.802,1.362,0
Fulham,Charlton,D,5.0,6.0,1.28,1.649,0.423,0.55,0
Newcastle,Liverpool,H,4.0,3.0,1.69,1.917,2.709,1.561,1
Norwich,Chelsea,A,5.0,13.0,0.524,0.812,2.778,1.332,-1
Southampton,Tottenham,H,4.0,8.0,1.173,1.333,2.422,1.812,1
Everton,Blackburn,A,4.0,5.0,2.096,1.858,0.978,1.151,-1
West Brom,Birmingham,H,7.0,0.0,1.077,1.741,0.52,0.786,1
Man City,Bolton,A,3.0,3.0,2.786,1.508,0.919,1.177,-1
Chelsea,West Brom,H,11.0,4.0,2.742,1.333,1.041,1.498,1
Charlton,Tottenham,H,2.0,4.0,0.439,0.584,2.422,1.812,1
Liverpool,Blackburn,D,2.0,2.0,2.642,1.352,0.978,1.151,0
Blackburn,Arsenal,A,2.0,8.0,0.93,1.036,2.841,1.624,-1
Bolton,Norwich,H,10.0,2.0,0.926,1.075,0.394,0.841,1
Charlton,West Brom,A,5.0,9.0,0.439,0.584,1.041,1.498,-1
Chelsea,Crystal Palace,H,13.0,3.0,2.742,1.333,0.924,1.026,1
Man United,Fulham,H,12.0,6.0,2.76,1.323,1.109,1.609,1
Portsmouth,Newcastle,D,6.0,6.0,0.627,0.754,1.523,1.959,0
Tottenham,Man City,H,9.0,7.0,2.402,1.766,2.758,1.601,1
Birmingham,Aston Villa,H,4.0,4.0,0.579,0.662,1.649,1.827,1
Liverpool,Everton,H,8.0,2.0,2.642,1.352,1.902,1.753,1
Middlesbrough,Southampton,A,8.0,7.0,0.745,0.885,1.124,1.251,-1
Arsenal,Norwich,H,15.0,1.0,2.76,1.498,0.394,0.841,1
Birmingham,Tottenham,D,7.0,5.0,0.579,0.662,2.422,1.812,0
Charlton,Man City,D,3.0,8.0,0.439,0.584,2.758,1.601,0
Crystal Palace,Middlesbrough,A,13.0,5.0,0.675,1.056,0.593,0.819,-1
Liverpool,Bolton,H,7.0,5.0,2.642,1.352,0.919,1.177,1
Man United,Blackburn,D,9.0,3.0,2.76,1.323,0.978,1.151,0
Newcastle,Aston Villa,A,12.0,5.0,1.69,1.917,1.649,1.827,-1
Southampton,Chelsea,A,3.0,8.0,1.173,1.333,2.778,1.332,-1
Fulham,Portsmouth,H,7.0,4.0,1.28,1.649,0.52,0.797,1
West Brom,Everton,H,4.0,2.0,1.077,1.741,1.902,1.753,1
Blackburn,Southampton,H,8.0,3.0,0.93,1.036,1.124,1.251,1
Bolton,Fulham,H,10.0,4.0,0.926,1.075,1.109,1.609,1
Chelsea,Birmingham,D,12.0,1.0,2.742,1.333,0.52,0.786,0
Man City,Liverpool,H,8.0,1.0,2.786,1.508,2.709,1.561,1
Middlesbrough,Arsenal,A,6.0,1.0,0.745,0.885,2.841,1.624,-1
Norwich,Man United,H,5.0,8.0,0.524,0.812,2.802,1.362,1
Portsmouth,Charlton,H,9.0,4.0,0.627,0.754,0.423,0.55,1
Aston Villa,West Brom,D,7.0,5.0,1.376,1.717,1.041,1.498,0
Everton,Crystal Palace,H,8.0,3.0,2.096,1.858,0.924,1.026,1
Tottenham,Newcastle,H,6.0,3.0,2.402,1.766,1.523,1.959,1
Birmingham,Portsmouth,D,4.0,4.0,0.579,0.662,0.52,0.797,0
Charlton,Bolton,A,10.0,5.0,0.439,0.584,0.919,1.177,-1
Crystal Palace,Norwich,D,10.0,8.0,0.675,1.056,0.394,0.841,0
Fulham,Man City,D,3.0,3.0,1.28,1.649,2.758,1.601,0
Liverpool,Tottenham,D,7.0,6.0,2.642,1.352,2.422,1.812,0
Southampton,Aston Villa,A,8.0,7.0,1.173,1.333,1.649,1.827,-1
Bolton,Southampton,D,16.0,4.0,0.926,1.075,1.124,1.251,0
Middlesbrough,Fulham,D,4.0,2.0,0.745,0.885,1.109,1.609,0
Aston Villa,Charlton,D,5.0,3.0,1.376,1.717,0.423,0.55,0
Blackburn,Crystal Palace,H,7.0,3.0,0.93,1.036,0.924,1.026,1
Chelsea,Arsenal,D,3.0,4.0,2.742,1.333,2.841,1.624,0
Everton,Man United,H,3.0,11.0,2.096,1.858,2.802,1.362,1
Man City,Birmingham,H,4.0,1.0,2.786,1.508,0.52,0.786,1
Norwich,Newcastle,H,8.0,10.0,0.524,0.812,1.523,1.959,1
Portsmouth,Liverpool,A,6.0,12.0,0.627,0.754,2.709,1.561,-1
Tottenham,West Brom,D,5.0,4.0,2.402,1.766,1.041,1.498,0
Arsenal,Everton,H,5.0,7.0,2.76,1.498,1.902,1.753,1
Birmingham,Tottenham,H,5.0,7.0,0.579,0.662,2.422,1.812,1
Blackburn,Wolves,H,13.0,5.0,0.93,1.036,0.608,0.812,1
Fulham,Middlesbrough,H,9.0,5.0,1.28,1.649,0.593,0.819,1
Leicester,Southampton,D,7.0,10.0,0.852,0.876,1.124,1.251,0
Man United,Bolton,H,6.0,5.0,2.76,1.323,0.919,1.177,1
Portsmouth,Aston Villa,H,3.0,5.0,0.627,0.754,1.649,1.827,1
Charlton,Man City,A,5.0,8.0,0.439,0.584,2.758,1.601,-1
Leeds,Newcastle,D,3.0,10.0,0.273,0.365,1.523,1.959,0
Liverpool,Chelsea,A,7.0,6.0,2.642,1.352,2.778,1.332,-1
Bolton,Blackburn,D,10.0,5.0,0.926,1.075,0.978,1.151,0
Chelsea,Leicester,H,7.0,1.0,2.742,1.333,1.06,0.845,1
Everton,Fulham,H,8.0,15.0,2.096,1.858,1.109,1.609,1
Man City,Portsmouth,D,11.0,2.0,2.786,1.508,0.52,0.797,0
Newcastle,Man United,A,5.0,8.0,1.69,1.917,2.802,1.362,-1
Southampton,Birmingham,D,7.0,5.0,1.173,1.333,0.52,0.786,0
Tottenham,Leeds,H,4.0,2.0,2.402,1.766,0.389,0.387,1
Wolves,Charlton,A,4.0,6.0,0.587,0.91,0.423,0.55,-1
Aston Villa,Liverpool,D,9.0,9.0,1.376,1.717,2.709,1.561,0
Middlesbrough,Arsenal,A,4.0,10.0,0.745,0.885,2.841,1.624,-1
Blackburn,Man City,A,10.0,5.0,0.93,1.036,2.758,1.601,-1
Charlton,Everton,D,4.0,4.0,0.439,0.584,1.902,1.753,0
Leeds,Southampton,D,6.0,8.0,0.273,0.365,1.124,1.251,0
Leicester,Middlesbrough,D,4.0,3.0,0.852,0.876,0.593,0.819,0
Portsmouth,Bolton,H,8.0,4.0,0.627,0.754,0.919,1.177,1
Arsenal,Aston Villa,H,6.0,3.0,2.76,1.498,1.649,1.827,1
Liverpool,Tottenham,D,10.0,4.0,2.642,1.352,2.422,1.812,0
Man United,Wolves,H,5.0,2.0,2.76,1.323,0.608,0.812,1
Aston Villa,Leicester,H,8.0,4.0,1.376,1.717,1.06,0.845,1
Bolton,Charlton,D,9.0,1.0,0.926,1.075,0.423,0.55,0
Chelsea,Blackburn,D,5.0,4.0,2.742,1.333,0.978,1.151,0
Everton,Liverpool,A,5.0,11.0,2.096,1.858,2.709,1.561,-1
Middlesbrough,Leeds,A,16.0,4.0,0.745,0.885,0.389,0.387,-1
Newcastle,Birmingham,A,10.0,3.0,1.69,1.917,0.52,0.786,-1
Tottenham,Fulham,A,6.0,5.0,2.402,1.766,1.109,1.609,-1
Wolves,Portsmouth,D,2.0,2.0,0.587,0.91,0.52,0.797,0
Man City,Arsenal,A,7.0,5.0,2.786,1.508,2.841,1.624,-1
Southampton,Man United,H,5.0,9.0,1.173,1.333,2.802,1.362,1
Arsenal,Portsmouth,D,7.0,2.0,2.76,1.498,0.52,0.797,0
Blackburn,Liverpool,A,5.0,14.0,0.93,1.036,2.709,1.561,-1
Bolton,Middlesbrough,H,8.0,6.0,0.926,1.075,0.593,0.819,1
Charlton,Man United,A,3.0,9.0,0.439,0.584,2.802,1.362,-1
Chelsea,Tottenham,H,6.0,3.0,2.742,1.333,2.422,1.812,1
Everton,Newcastle,D,7.0,2.0,2.096,1.858,1.523,1.959,0
Southampton,Wolves,H,10.0,3.0,1.173,1.333,0.608,0.812,1
Birmingham,Fulham,D,9.0,6.0,0.579,0.662,1.109,1.609,0
Man City,Aston Villa,H,9.0,4.0,2.786,1.508,1.649,1.827,1
Leicester,Leeds,H,11.0,2.0,0.852,0.876,0.389,0.387,1
Aston Villa,Charlton,H,6.0,3.0,1.376,1.717,0.423,0.55,1
Fulham,Man City,D,9.0,6.0,1.28,1.649,2.758,1.601,0
Leeds,Birmingham,A,6.0,3.0,0.273,0.365,0.52,0.786,-1
Liverpool,Leicester,H,8.0,3.0,2.642,1.352,1.06,0.845,1
Newcastle,Bolton,D,7.0,6.0,1.69,1.917,0.919,1.177,0
Portsmouth,Blackburn,A,6.0,10.0,0.627,0.754,0.978,1.151,-1
Tottenham,Southampton,A,6.0,10.0,2.402,1.766,1.124,1.251,-1
Wolves,Chelsea,A,4.0,8.0,0.587,0.91,2.778,1.332,-1
Man United,Arsenal,D,7.0,1.0,2.76,1.323,2.841,1.624,0
Middlesbrough,Everton,H,4.0,5.0,0.745,0.885,1.902,1.753,1
Arsenal,Newcastle,H,7.0,4.0,2.76,1.498,1.523,1.959,1
Birmingham,Portsmouth,H,5.0,5.0,0.579,0.662,0.52,0.797,1
Bolton,Wolves,D,14.0,4.0,0.926,1.075,0.608,0.812,0
Chelsea,Aston Villa,H,5.0,1.0,2.742,1.333,1.649,1.827,1
Leicester,Man United,A,4.0,9.0,0.852,0.876,2.802,1.362,-1
Southampton,Middlesbrough,A,6.0,9.0,1.173,1.333,0.593,0.819,-1
Blackburn,Fulham,A,0.0,2.0,0.93,1.036,1.109,1.609,-1
Charlton,Liverpool,H,5.0,9.0,0.439,0.584,2.709,1.561,1
Everton,Leeds,H,9.0,2.0,2.096,1.858,0.389,0.387,1
Man City,Tottenham,D,10.0,2.0,2.786,1.508,2.422,1.812,0
Fulham,Leicester,H,8.0,4.0,1.28,1.649,1.06,0.845,1
Leeds,Blackburn,H,5.0,9.0,0.273,0.365,0.978,1.151,1
Liverpool,Arsenal,A,7.0,8.0,2.642,1.352,2.841,1.624,-1
Man United,Birmingham,H,8.0,2.0,2.76,1.323,0.52,0.786,1
Newcastle,Southampton,H,9.0,4.0,1.69,1.917,1.124,1.251,1
Portsmouth,Charlton,A,8.0,6.0,0.627,0.754,0.423,0.55,-1
Tottenham,Everton,H,7.0,4.0,2.402,1.766,1.902,1.753,1
Wolves,Man City,H,4.0,5.0,0.587,0.91,2.758,1.601,1
Aston Villa,Bolton,D,8.0,5.0,1.376,1.717,0.919,1.177,0
Middlesbrough,Chelsea,A,6.0,6.0,0.745,0.885,2.778,1.332,-1
Birmingham,Chelsea,D,2.0,8.0,0.579,0.662,2.778,1.332,0
Arsenal,Chelsea,H,9.0,3.0,2.76,1.498,2.778,1.332,1
Fulham,Wolves,D,4.0,6.0,1.28,1.649,0.608,0.812,0
Leeds,Man United,A,2.0,10.0,0.273,0.365,2.802,1.362,-1
Man City,Bolton,H,13.0,8.0,2.786,1.508,0.919,1.177,1
Middlesbrough,Newcastle,A,7.0,3.0,0.745,0.885,1.523,1.959,-1
Portsmouth,Liverpool,H,6.0,7.0,0.627,0.754,2.709,1.561,1
Birmingham,Aston Villa,D,3.0,1.0,0.579,0.662,1.649,1.827,0
Everton,Southampton,D,6.0,7.0,2.096,1.858,1.124,1.251,0
Leicester,Tottenham,A,15.0,4.0,0.852,0.876,2.422,1.812,-1
Blackburn,Charlton,A,6.0,5.0,0.93,1.036,0.423,0.55,-1
Fulham,Newcastle,A,4.0,7.0,1.28,1.649,1.523,1.959,-1
Aston Villa,Everton,D,6.0,2.0,1.376,1.717,1.902,1.753,0
Bolton,Birmingham,A,7.0,3.0,0.926,1.075,0.52,0.786,-1
Chelsea,Man City,H,4.0,6.0,2.742,1.333,2.758,1.601,1
Liverpool,Leeds,H,9.0,5.0,2.642,1.352,0.389,0.387,1
Man United,Fulham,A,9.0,7.0,2.76,1.323,1.109,1.609,-1
Newcastle,Portsmouth,H,8.0,4.0,1.69,1.917,0.52,0.797,1
Southampton,Blackburn,H,15.0,3.0,1.173,1.333,0.978,1.151,1
Wolves,Leicester,H,8.0,5.0,0.587,0.91,1.06,0.845,1
Charlton,Arsenal,D,4.0,6.0,0.439,0.584,2.841,1.624,0
Tottenham,Middlesbrough,D,8.0,10.0,2.402,1.766,0.593,0.819,0
Everton,Chelsea,A,4.0,7.0,2.096,1.858,2.778,1.332,-1
Leeds,Arsenal,A,5.0,9.0,0.273,0.365,2.841,1.624,-1
Man United,Portsmouth,H,4.0,3.0,2.76,1.323,0.52,0.797,1
Middlesbrough,Wolves,H,11.0,2.0,0.745,0.885,0.608,0.812,1
Newcastle,Aston Villa,D,13.0,6.0,1.69,1.917,1.649,1.827,0
Southampton,Man City,A,5.0,9.0,1.173,1.333,2.758,1.601,-1
Tottenham,Bolton,A,6.0,15.0,2.402,1.766,0.919,1.177,-1
Fulham,Liverpool,A,6.0,6.0,1.28,1.649,2.709,1.561,-1
Leicester,Blackburn,H,3.0,2.0,0.852,0.876,0.978,1.151,1
Birmingham,Charlton,A,13.0,9.0,0.579,0.662,0.423,0.55,-1
Arsenal,Tottenham,H,3.0,2.0,2.76,1.498,2.422,1.812,1
Aston Villa,Middlesbrough,A,4.0,3.0,1.376,1.717,0.593,0.819,-1
Bolton,Southampton,D,11.0,5.0,0.926,1.075,1.124,1.251,0
Charlton,Fulham,H,7.0,7.0,0.439,0.584,1.109,1.609,1
Portsmouth,Leeds,H,6.0,5.0,0.627,0.754,0.389,0.387,1
Wolves,Birmingham,D,4.0,2.0,0.587,0.91,0.52,0.786,0
Chelsea,Newcastle,H,8.0,3.0,2.742,1.333,1.523,1.959,1
Liverpool,Man United,A,4.0,4.0,2.642,1.352,2.802,1.362,-1
Man City,Leicester,A,4.0,3.0,2.786,1.508,1.06,0.845,-1
Blackburn,Everton,H,12.0,2.0,0.93,1.036,1.902,1.753,1
Birmingham,Arsenal,A,1.0,6.0,0.579,0.662,2.841,1.624,-1
Everton,Wolves,H,15.0,4.0,2.096,1.858,0.608,0.812,1
Leeds,Bolton,A,10.0,5.0,0.273,0.365,0.919,1.177,-1
Leicester,Charlton,D,7.0,4.0,0.852,0.876,0.423,0.55,0
Man United,Blackburn,H,8.0,6.0,2.76,1.323,0.978,1.151,1
Middlesbrough,Liverpool,D,3.0,1.0,0.745,0.885,2.709,1.561,0
Newcastle,Man City,H,10.0,1.0,1.69,1.917,2.758,1.601,1
Southampton,Chelsea,A,3.0,4.0,1.173,1.333,2.778,1.332,-1
Tottenham,Aston Villa,H,5.0,6.0,2.402,1.766,1.649,1.827,1
Fulham,Portsmouth,H,4.0,6.0,1.28,1.649,0.52,0.797,1
Aston Villa,Southampton,H,12.0,3.0,1.376,1.717,1.124,1.251,1
Blackburn,Tottenham,H,12.0,3.0,0.93,1.036,2.422,1.812,1
Bolton,Everton,H,6.0,3.0,0.926,1.075,1.902,1.753,1
Charlton,Leeds,A,6.0,6.0,0.439,0.584,0.389,0.387,-1
Portsmouth,Leicester,A,7.0,3.0,0.627,0.754,1.06,0.845,-1
Wolves,Newcastle,D,4.0,4.0,0.587,0.91,1.523,1.959,0
Arsenal,Fulham,D,14.0,1.0,2.76,1.498,1.109,1.609,0
Chelsea,Man United,H,4.0,3.0,2.742,1.333,2.802,1.362,1
Liverpool,Birmingham,H,7.0,4.0,2.642,1.352,0.52,0.786,1
Man City,Middlesbrough,A,14.0,0.0,2.786,1.508,0.593,0.819,-1
Birmingham,Blackburn,A,2.0,7.0,0.579,0.662,0.978,1.151,-1
Fulham,Bolton,H,3.0,5.0,1.28,1.649,0.919,1.177,1
Leeds,Chelsea,D,4.0,10.0,0.273,0.365,2.778,1.332,0
Leicester,Arsenal,D,1.0,5.0,0.852,0.876,2.841,1.624,0
Man United,Aston Villa,H,8.0,3.0,2.76,1.323,1.649,1.827,1
Middlesbrough,Portsmouth,D,3.0,2.0,0.745,0.885,0.52,0.797,0
Newcastle,Liverpool,D,6.0,3.0,1.69,1.917,2.709,1.561,0
Tottenham,Wolves,H,10.0,8.0,2.402,1.766,0.608,0.812,1
Everton,Man City,D,2.0,7.0,2.096,1.858,2.758,1.601,0
Southampton,Charlton,H,14.0,14.0,1.173,1.333,0.423,0.55,1
Chelsea,Bolton,A,5.0,2.0,2.742,1.333,0.919,1.177,-1
Leicester,Birmingham,A,5.0,4.0,0.852,0.876,0.52,0.786,-1
Liverpool,Southampton,A,10.0,4.0,2.642,1.352,1.124,1.251,-1
Man United,Man City,H,7.0,9.0,2.76,1.323,2.758,1.601,1
Middlesbrough,Charlton,D,6.0,3.0,0.745,0.885,0.423,0.55,0
Newcastle,Tottenham,H,11.0,4.0,1.69,1.917,2.422,1.812,1
Portsmouth,Everton,A,10.0,4.0,0.627,0.754,1.902,1.753,-1
Arsenal,Blackburn,H,7.0,1.0,2.76,1.498,0.978,1.151,1
Aston Villa,Wolves,H,8.0,5.0,1.376,1.717,0.608,0.812,1
Leeds,Fulham,H,11.0,7.0,0.273,0.365,1.109,1.609,1
Blackburn,Aston Villa,A,5.0,7.0,0.93,1.036,1.649,1.827,-1
Bolton,Arsenal,D,13.0,4.0,0.926,1.075,2.841,1.624,0
Charlton,Newcastle,D,10.0,5.0,0.439,0.584,1.523,1.959,0
Everton,Leicester,H,8.0,4.0,2.096,1.858,1.06,0.845,1
Fulham,Chelsea,A,2.0,9.0,1.28,1.649,2.778,1.332,-1
Southampton,Portsmouth,H,7.0,7.0,1.173,1.333,0.52,0.797,1
Tottenham,Man United,A,8.0,7.0,2.402,1.766,2.802,1.362,-1
Man City,Leeds,D,11.0,4.0,2.786,1.508,0.389,0.387,0
Arsenal,Wolves,H,10.0,1.0,2.76,1.498,0.608,0.812,1
Birmingham,Man City,H,3.0,5.0,0.579,0.662,2.758,1.601,1
Blackburn,Middlesbrough,D,10.0,3.0,0.93,1.036,0.593,0.819,0
Charlton,Chelsea,H,4.0,8.0,0.439,0.584,2.778,1.332,1
Fulham,Southampton,H,7.0,2.0,1.28,1.649,1.124,1.251,1
Leeds,Aston Villa,D,3.0,4.0,0.273,0.365,1.649,1.827,0
Leicester,Newcastle,D,5.0,6.0,0.852,0.876,1.523,1.959,0
Liverpool,Bolton,H,8.0,2.0,2.642,1.352,0.919,1.177,1
Man United,Everton,H,11.0,6.0,2.76,1.323,1.902,1.753,1
Portsmouth,Tottenham,H,8.0,3.0,0.627,0.754,2.422,1.812,1
Aston Villa,Fulham,H,8.0,3.0,1.376,1.717,1.109,1.609,1
Bolton,Leicester,D,8.0,6.0,0.926,1.075,1.06,0.845,0
Chelsea,Portsmouth,H,8.0,3.0,2.742,1.333,0.52,0.797,1
Everton,Birmingham,H,6.0,2.0,2.096,1.858,0.52,0.786,1
Man City,Liverpool,D,8.0,9.0,2.786,1.508,2.709,1.561,0
Middlesbrough,Man United,A,2.0,6.0,0.745,0.885,2.802,1.362,-1
Newcastle,Blackburn,A,11.0,3.0,1.69,1.917,0.978,1.151,-1
Tottenham,Charlton,A,9.0,8.0,2.402,1.766,0.423,0.55,-1
Wolves,Leeds,H,4.0,4.0,0.587,0.91,0.389,0.387,1
Southampton,Arsenal,A,3.0,9.0,1.173,1.333,2.841,1.624,-1
Aston Villa,Portsmouth,H,13.0,4.0,1.376,1.717,0.52,0.797,1
Bolton,Man United,A,5.0,7.0,0.926,1.075,2.802,1.362,-1
Chelsea,Liverpool,A,2.0,1.0,2.742,1.333,2.709,1.561,-1
Everton,Arsenal,D,4.0,5.0,2.096,1.858,2.841,1.624,0
Man City,Charlton,D,10.0,4.0,2.786,1.508,0.423,0.55,0
Middlesbrough,Fulham,H,5.0,4.0,0.745,0.885,1.109,1.609,1
Newcastle,Leeds,H,6.0,5.0,1.69,1.917,0.389,0.387,1
Southampton,Leicester,D,14.0,8.0,1.173,1.333,1.06,0.845,0
Tottenham,Birmingham,H,7.0,3.0,2.402,1.766,0.52,0.786,1
Wolves,Blackburn,D,5.0,5.0,0.587,0.91,0.978,1.151,0
Arsenal,Middlesbrough,H,13.0,4.0,2.76,1.498,0.593,0.819,1
Birmingham,Southampton,H,6.0,6.0,0.579,0.662,1.124,1.251,1
Blackburn,Bolton,A,3.0,10.0,0.93,1.036,0.919,1.177,-1
Charlton,Wolves,H,4.0,4.0,0.439,0.584,0.608,0.812,1
Fulham,Everton,H,10.0,5.0,1.28,1.649,1.902,1.753,1
Leeds,Tottenham,A,1.0,8.0,0.273,0.365,2.422,1.812,-1
Liverpool,Aston Villa,H,4.0,2.0,2.642,1.352,1.649,1.827,1
Portsmouth,Man City,H,8.0,6.0,0.627,0.754,2.758,1.601,1
Leicester,Chelsea,A,3.0,6.0,0.852,0.876,2.778,1.332,-1
Man United,Newcastle,D,7.0,3.0,2.76,1.323,1.523,1.959,0
Bolton,Portsmouth,H,6.0,3.0,0.926,1.075,0.52,0.797,1
Everton,Charlton,A,7.0,4.0,2.096,1.858,0.423,0.55,-1
